Order Date,Order Month,Region,Category,Sales
2017-03-31,2017-03,East,Technology,280.782
2017-03-31,2017-03,East,Technology,31.984
2017-12-29,2017-12,West,Office Supplies,11.232
2018-11-03,2018-11,South,Office Supplies,26.4
2018-01-20,2018-01,East,Office Supplies,3.52
2017-12-03,2017-12,West,Technology,1649.95
2017-12-03,2017-12,West,Furniture,111.9
2017-06-14,2017-06,West,Furniture,599.165
2017-09-02,2017-09,West,Office Supplies,46.53
2015-09-05,2015-09,South,Furniture,31.984
2018-10-21,2018-10,East,Office Supplies,161.568
2018-10-21,2018-10,East,Office Supplies,4.064
2018-10-21,2018-10,East,Office Supplies,6.216
2018-04-25,2018-04,West,Office Supplies,8.896
2016-10-19,2016-10,West,Office Supplies,1640.7
2016-10-19,2016-10,West,Technology,270.0
2015-07-05,2015-07,South,Furniture,19.52
2015-07-05,2015-07,South,Office Supplies,9.81
2015-07-05,2015-07,South,Furniture,213.216
2017-04-04,2017-04,East,Office Supplies,588.784
2018-11-13,2018-11,South,Office Supplies,2.064
2018-09-09,2018-09,West,Office Supplies,6.368
2016-04-17,2016-04,East,Technology,99.6
2016-04-17,2016-04,East,Office Supplies,62.296
2016-04-17,2016-04,East,Office Supplies,10.71
2017-07-25,2017-07,Central,Office Supplies,20.936
2017-08-26,2017-08,East,Technology,33.0
2017-08-26,2017-08,East,Technology,249.95
2015-09-12,2015-09,Central,Office Supplies,357.93
2015-09-12,2015-09,Central,Technology,57.4
2015-09-12,2015-09,Central,Office Supplies,331.96
2015-09-12,2015-09,Central,Furniture,40.56
2017-07-22,2017-07,West,Office Supplies,86.2
2018-05-19,2018-05,Central,Office Supplies,38.016
2018-04-28,2018-04,East,Office Supplies,8.384
2018-04-28,2018-04,East,Office Supplies,6.848
2018-12-29,2018-12,West,Office Supplies,19.6
2018-12-29,2018-12,West,Furniture,68.46
2018-09-04,2018-09,West,Office Supplies,13.344
2018-09-04,2018-09,West,Furniture,1478.272
2015-03-21,2015-03,South,Office Supplies,16.272
2018-09-28,2018-09,West,Furniture,9.24
2015-01-19,2015-01,West,Office Supplies,32.34
2015-01-19,2015-01,West,Office Supplies,56.064
2015-01-19,2015-01,West,Office Supplies,108.72
2015-01-19,2015-01,West,Furniture,181.47
2015-02-14,2015-02,Central,Office Supplies,16.176
2017-06-09,2017-06,West,Furniture,122.352
2015-09-26,2015-09,West,Furniture,585.552
2015-09-26,2015-09,West,Office Supplies,19.44
2017-05-30,2017-05,East,Office Supplies,123.92
2018-12-19,2018-12,West,Furniture,13.36
2018-12-19,2018-12,West,Office Supplies,78.256
2018-12-19,2018-12,West,Furniture,102.018
2018-12-26,2018-12,Central,Office Supplies,750.68
2018-06-15,2018-06,Central,Office Supplies,44.4
2018-06-15,2018-06,Central,Office Supplies,84.55
2018-06-15,2018-06,Central,Office Supplies,17.94
2017-11-20,2017-11,East,Office Supplies,128.4
2015-03-31,2015-03,South,Office Supplies,1.869
2018-10-08,2018-10,West,Technology,103.192
2018-10-08,2018-10,West,Technology,36.0
2018-10-08,2018-10,West,Technology,239.96
2018-10-08,2018-10,West,Office Supplies,40.68
2018-01-30,2018-01,South,Furniture,419.136
2015-12-12,2015-12,South,Office Supplies,23.472
2016-10-24,2016-10,Central,Office Supplies,3.592
2018-04-01,2018-04,South,Technology,23.976
2018-04-01,2018-04,South,Office Supplies,6.264
2018-04-01,2018-04,South,Office Supplies,20.808
2018-04-01,2018-04,South,Furniture,218.352
2018-01-26,2018-01,Central,Office Supplies,18.16
2015-11-28,2015-11,West,Office Supplies,7.36
2015-11-28,2015-11,West,Office Supplies,41.4
2015-11-28,2015-11,West,Furniture,411.332
2016-09-04,2016-09,East,Office Supplies,7.656
2018-06-12,2018-06,East,Technology,63.92
2018-07-15,2018-07,East,Office Supplies,6.56
2018-07-15,2018-07,East,Office Supplies,7.83
2018-07-15,2018-07,East,Technology,41.9
2018-07-15,2018-07,East,Furniture,664.146
2018-07-15,2018-07,East,Office Supplies,8.96
2018-11-02,2018-11,East,Furniture,3.312
2018-11-02,2018-11,East,Office Supplies,20.136
2018-11-02,2018-11,East,Office Supplies,8.856
2018-11-02,2018-11,East,Technology,859.2
2017-10-08,2017-10,West,Office Supplies,61.96
2017-04-08,2017-04,South,Office Supplies,17.92
2016-10-08,2016-10,West,Furniture,145.9
2018-05-15,2018-05,Central,Office Supplies,56.704
2018-05-15,2018-05,Central,Technology,11.12
2015-02-24,2015-02,West,Office Supplies,32.896
2015-02-24,2015-02,West,Office Supplies,22.776
2016-05-30,2016-05,East,Technology,239.97
2016-05-30,2016-05,East,Office Supplies,160.32
2016-05-30,2016-05,East,Technology,128.85
2017-11-18,2017-11,South,Technology,1319.96
2018-12-04,2018-12,East,Furniture,239.96
2018-12-04,2018-12,East,Furniture,54.768
2018-12-04,2018-12,East,Office Supplies,13.392
2018-12-04,2018-12,East,Office Supplies,23.92
2018-12-04,2018-12,East,Technology,255.968
2017-06-05,2017-06,West,Office Supplies,21.552
2017-06-05,2017-06,West,Office Supplies,58.24
2017-12-10,2017-12,West,Office Supplies,80.28
2018-04-30,2018-04,West,Office Supplies,9.78
2018-04-24,2018-04,West,Office Supplies,1.81
2016-05-08,2016-05,East,Office Supplies,37.94
2016-03-31,2016-03,South,Technology,79.96
2018-08-06,2018-08,Central,Office Supplies,115.296
2018-12-02,2018-12,Central,Technology,2479.96
2017-06-06,2017-06,South,Technology,179.94
2017-06-06,2017-06,South,Technology,26.85
2017-06-06,2017-06,South,Technology,323.37
2017-06-06,2017-06,South,Office Supplies,59.94
2017-06-06,2017-06,South,Office Supplies,64.14
2017-06-06,2017-06,South,Office Supplies,11.67
2017-06-06,2017-06,South,Office Supplies,12.96
2016-04-13,2016-04,Central,Office Supplies,17.43
2018-05-22,2018-05,Central,Furniture,181.986
2018-05-22,2018-05,Central,Office Supplies,1.592
2018-05-22,2018-05,Central,Office Supplies,22.344
2017-12-19,2017-12,West,Furniture,455.97
2017-12-19,2017-12,West,Office Supplies,10.44
2017-12-19,2017-12,West,Office Supplies,5.214
2018-09-22,2018-09,East,Office Supplies,67.4
2018-09-07,2018-09,West,Furniture,25.16
2018-09-07,2018-09,West,Technology,126.56
2015-11-28,2015-11,West,Office Supplies,43.68
2015-11-28,2015-11,West,Technology,139.93
2015-11-12,2015-11,Central,Office Supplies,2.672
2015-11-12,2015-11,Central,Office Supplies,16.656
2015-11-12,2015-11,Central,Technology,79.512
2015-11-12,2015-11,Central,Office Supplies,36.288
2015-11-12,2015-11,Central,Furniture,67.9932
2018-10-02,2018-10,South,Furniture,10.16
2016-12-14,2016-12,South,Furniture,6.16
2016-12-14,2016-12,South,Office Supplies,56.3
2016-12-06,2016-12,West,Office Supplies,6.48
2016-12-06,2016-12,West,Office Supplies,1325.85
2016-12-06,2016-12,West,Office Supplies,14.94
2018-03-31,2018-03,South,Office Supplies,34.54
2018-03-31,2018-03,South,Technology,2999.95
2018-03-31,2018-03,South,Office Supplies,64.12
2018-03-13,2018-03,Central,Office Supplies,19.456
2018-03-13,2018-03,Central,Technology,209.986
2018-03-13,2018-03,Central,Office Supplies,29.76
2018-03-13,2018-03,Central,Furniture,89.768
2018-03-13,2018-03,Central,Technology,959.984
2018-03-13,2018-03,Central,Office Supplies,15.552
2018-03-13,2018-03,Central,Technology,34.36
2015-12-05,2015-12,East,Office Supplies,98.376
2015-12-05,2015-12,East,Office Supplies,29.94
2015-12-05,2015-12,East,Office Supplies,17.472
2015-12-05,2015-12,East,Technology,36.738
2015-12-05,2015-12,East,Technology,179.94
2017-12-12,2017-12,West,Furniture,383.64
2017-12-12,2017-12,West,Office Supplies,56.52
2018-09-09,2018-09,West,Office Supplies,6.56
2018-09-09,2018-09,West,Furniture,243.92
2018-09-09,2018-09,West,Office Supplies,47.52
2018-10-04,2018-10,East,Furniture,19.98
2017-05-09,2017-05,East,Office Supplies,8.0
2015-12-15,2015-12,West,Furniture,6.16
2018-11-30,2018-11,East,Office Supplies,83.56
2018-11-30,2018-11,East,Technology,546.06
2018-11-30,2018-11,East,Office Supplies,269.49
2016-03-19,2016-03,West,Office Supplies,10.9
2015-07-19,2015-07,West,Office Supplies,6.096
2017-12-08,2017-12,West,Office Supplies,34.05
2017-12-08,2017-12,West,Office Supplies,352.38
2015-10-13,2015-10,East,Furniture,245.98
2015-10-13,2015-10,East,Office Supplies,18.94
2018-11-19,2018-11,East,Office Supplies,59.913
2018-09-24,2018-09,East,Technology,391.98
2018-09-24,2018-09,East,Technology,437.85
2016-09-25,2016-09,East,Office Supplies,68.62
2018-02-13,2018-02,East,Office Supplies,25.02
2018-02-13,2018-02,East,Office Supplies,10.71
2015-10-03,2015-10,East,Office Supplies,55.984
2015-10-03,2015-10,East,Office Supplies,14.48
2015-10-03,2015-10,East,Technology,142.488
2017-08-27,2017-08,Central,Office Supplies,14.16
2017-08-27,2017-08,Central,Office Supplies,79.92
2016-12-03,2016-12,East,Office Supplies,590.352
2017-09-20,2017-09,South,Furniture,17.088
2017-09-20,2017-09,South,Furniture,98.392
2018-03-25,2018-03,East,Office Supplies,11.05
2016-12-06,2016-12,West,Office Supplies,7.78
2018-08-31,2018-08,South,Technology,659.9
2016-10-05,2016-10,East,Technology,53.04
2018-08-18,2018-08,West,Technology,843.9
2018-08-18,2018-08,West,Technology,1496.16
2017-02-02,2017-02,East,Office Supplies,117.96
2017-08-23,2017-08,East,Office Supplies,21.3
2017-08-23,2017-08,East,Office Supplies,1040.8
2017-08-23,2017-08,East,Office Supplies,29.34
2018-06-30,2018-06,South,Furniture,19.52
2016-09-18,2016-09,West,Office Supplies,443.92
2017-09-25,2017-09,Central,Technology,499.95
2017-09-25,2017-09,Central,Office Supplies,3.04
2017-09-25,2017-09,Central,Furniture,201.96
2017-09-25,2017-09,Central,Furniture,68.64
2017-10-24,2017-10,West,Technology,100.0
2017-10-24,2017-10,West,Technology,359.98
2015-09-29,2015-09,West,Furniture,6.16
2015-09-29,2015-09,West,Furniture,2348.82
2018-06-26,2018-06,South,Office Supplies,13.872
2018-06-26,2018-06,South,Furniture,273.552
2017-08-21,2017-08,East,Furniture,815.292
2015-02-11,2015-02,South,Technology,234.45
2015-02-11,2015-02,South,Furniture,1256.22
2015-02-11,2015-02,South,Office Supplies,17.46
2017-09-23,2017-09,East,Office Supplies,10.528
2016-12-05,2016-12,Central,Office Supplies,152.8
2018-09-03,2018-09,West,Office Supplies,82.56
2018-09-03,2018-09,West,Technology,284.97
2018-03-26,2018-03,Central,Furniture,60.84
2015-12-21,2015-12,West,Furniture,1325.76
2015-12-21,2015-12,West,Furniture,572.16
2015-09-23,2015-09,East,Office Supplies,28.8
2018-04-02,2018-04,East,Office Supplies,11.12
2017-04-01,2017-04,South,Furniture,7.04
2016-05-15,2016-05,South,Office Supplies,17.94
2018-03-23,2018-03,West,Office Supplies,34.76
2018-04-14,2018-04,East,Furniture,74.45
2016-01-04,2016-01,South,Furniture,192.22
2018-11-02,2018-11,West,Office Supplies,19.44
2018-07-17,2018-07,West,Office Supplies,32.4
2018-07-17,2018-07,West,Office Supplies,57.9
2018-07-17,2018-07,West,Office Supplies,10.56
2018-07-17,2018-07,West,Furniture,1194.165
2018-10-06,2018-10,East,Office Supplies,40.99
2015-11-04,2015-11,West,Office Supplies,2.94
2017-12-18,2017-12,West,Office Supplies,45.24
2017-12-18,2017-12,West,Office Supplies,18.688
2017-12-18,2017-12,West,Office Supplies,11.648
2017-12-18,2017-12,West,Technology,112.776
2017-12-18,2017-12,West,Furniture,377.45
2017-12-18,2017-12,West,Office Supplies,15.936
2017-12-18,2017-12,West,Technology,28.68
2017-09-24,2017-09,West,Furniture,21.44
2017-09-24,2017-09,West,Office Supplies,511.056
2017-07-21,2017-07,East,Office Supplies,18.656
2017-07-21,2017-07,East,Office Supplies,11.088
2017-07-21,2017-07,East,Office Supplies,66.688
2017-07-21,2017-07,East,Office Supplies,99.488
2017-06-11,2017-06,West,Office Supplies,14.62
2017-06-11,2017-06,West,Office Supplies,53.984
2017-06-11,2017-06,West,Technology,389.97
2016-06-09,2016-06,West,Furniture,355.36
2016-06-09,2016-06,West,Technology,140.376
2018-10-27,2018-10,Central,Office Supplies,15.84
2018-10-27,2018-10,Central,Office Supplies,8.448
2017-01-22,2017-01,West,Office Supplies,12.96
2015-05-28,2015-05,West,Technology,57.408
2015-05-28,2015-05,West,Technology,27.6
2015-12-29,2015-12,Central,Furniture,38.976
2017-07-28,2017-07,Central,Office Supplies,20.44
2017-07-28,2017-07,Central,Office Supplies,109.92
2017-09-24,2017-09,Central,Office Supplies,6.38
2017-09-24,2017-09,Central,Office Supplies,6.48
2015-04-02,2015-04,South,Office Supplies,15.84
2015-04-02,2015-04,South,Technology,1049.93
2015-04-02,2015-04,South,Office Supplies,154.9
2016-11-05,2016-11,West,Office Supplies,98.352
2015-07-28,2015-07,South,Office Supplies,14.32
2015-07-28,2015-07,South,Furniture,129.888
2015-07-28,2015-07,South,Office Supplies,48.944
2016-12-26,2016-12,Central,Furniture,275.058
2016-12-10,2016-12,East,Office Supplies,27.36
2016-12-10,2016-12,East,Office Supplies,44.75
2016-12-10,2016-12,East,Technology,134.99
2016-12-10,2016-12,East,Office Supplies,26.4
2016-12-10,2016-12,East,Furniture,542.94
2017-05-05,2017-05,West,Furniture,71.088
2018-10-14,2018-10,Central,Office Supplies,27.396
2018-10-14,2018-10,Central,Office Supplies,13.456
2017-11-05,2017-11,Central,Office Supplies,11.84
2018-11-03,2018-11,West,Office Supplies,35.88
2017-11-24,2017-11,East,Office Supplies,40.752
2017-11-24,2017-11,East,Technology,139.96
2015-12-14,2015-12,East,Office Supplies,2.624
2015-12-14,2015-12,East,Furniture,136.53
2015-12-14,2015-12,East,Technology,263.96
2015-11-03,2015-11,East,Office Supplies,11.64
2018-09-22,2018-09,East,Office Supplies,40.176
2016-05-08,2016-05,East,Furniture,79.44
2016-05-08,2016-05,East,Office Supplies,357.93
2016-05-08,2016-05,East,Furniture,127.764
2016-05-08,2016-05,East,Technology,2799.944
2016-05-08,2016-05,East,Office Supplies,19.44
2018-07-31,2018-07,Central,Technology,36.792
2015-03-01,2015-03,East,Technology,5.94
2018-09-25,2018-09,South,Office Supplies,177.55
2016-10-09,2016-10,Central,Technology,619.95
2016-10-09,2016-10,Central,Technology,29.16
2016-10-09,2016-10,Central,Office Supplies,57.96
2016-10-09,2016-10,Central,Office Supplies,29.403
2018-03-29,2018-03,Central,Office Supplies,81.4
2016-11-14,2016-11,West,Office Supplies,8.72
2016-11-14,2016-11,West,Technology,91.176
2016-11-14,2016-11,West,Technology,159.968
2017-09-26,2017-09,West,Office Supplies,12.96
2015-09-22,2015-09,Central,Office Supplies,331.536
2016-09-25,2016-09,East,Technology,899.91
2016-05-04,2016-05,Central,Technology,946.344
2018-12-08,2018-12,Central,Technology,178.11
2018-12-08,2018-12,Central,Office Supplies,1089.75
2018-12-08,2018-12,Central,Office Supplies,61.06
2018-12-08,2018-12,Central,Furniture,459.92
2018-12-08,2018-12,Central,Office Supplies,27.52
2018-06-29,2018-06,East,Furniture,638.82
2018-06-29,2018-06,East,Office Supplies,30.69
2018-06-29,2018-06,East,Furniture,25.16
2015-06-29,2015-06,East,Office Supplies,13.92
2015-01-20,2015-01,West,Office Supplies,19.36
2015-01-20,2015-01,West,Furniture,19.3
2017-12-31,2017-12,West,Office Supplies,38.376
2018-03-28,2018-03,West,Office Supplies,12.96
2018-03-28,2018-03,West,Furniture,26.48
2018-03-28,2018-03,West,Technology,532.72
2018-03-28,2018-03,West,Office Supplies,26.72
2018-03-28,2018-03,West,Office Supplies,20.04
2018-03-28,2018-03,West,Office Supplies,795.48
2018-03-28,2018-03,West,Furniture,21.56
2017-12-08,2017-12,South,Technology,249.584
2017-12-08,2017-12,South,Technology,68.112
2017-12-08,2017-12,South,Technology,16.56
2018-11-18,2018-11,East,Technology,74.95
2015-05-30,2015-05,Central,Furniture,355.455
2017-01-22,2017-01,West,Office Supplies,44.4
2017-01-22,2017-01,West,Office Supplies,20.65
2017-02-03,2017-02,South,Furniture,866.4
2016-03-29,2016-03,South,Office Supplies,5.56
2015-10-14,2015-10,Central,Office Supplies,3.16
2015-10-14,2015-10,Central,Technology,1999.96
2016-08-11,2016-08,South,Furniture,46.152
2016-11-22,2016-11,South,Technology,32.985
2017-12-30,2017-12,West,Office Supplies,481.32
2017-12-30,2017-12,West,Office Supplies,6.384
2018-08-12,2018-08,West,Office Supplies,542.94
2018-08-12,2018-08,West,Furniture,54.92
2016-11-03,2016-11,East,Furniture,1448.82
2016-09-10,2016-09,West,Office Supplies,353.88
2015-11-08,2015-11,West,Technology,333.576
2017-10-08,2017-10,Central,Office Supplies,60.144
2018-09-08,2018-09,Central,Technology,85.2
2016-02-25,2016-02,East,Office Supplies,3.15
2016-02-25,2016-02,East,Office Supplies,22.72
2016-09-24,2016-09,West,Furniture,14.91
2016-09-24,2016-09,West,Office Supplies,1158.12
2016-11-26,2016-11,Central,Technology,599.99
2017-08-31,2017-08,Central,Office Supplies,23.968
2017-04-12,2017-04,West,Furniture,638.288
2017-04-12,2017-04,West,Office Supplies,13.208
2017-12-04,2017-12,East,Office Supplies,15.528
2017-12-04,2017-12,West,Office Supplies,104.85
2015-11-11,2015-11,West,Office Supplies,30.48
2015-11-11,2015-11,West,Furniture,112.648
2016-04-02,2016-04,West,Technology,71.976
2016-12-12,2016-12,West,Office Supplies,2.21
2016-12-12,2016-12,West,Office Supplies,15.52
2016-12-12,2016-12,West,Office Supplies,36.44
2018-10-02,2018-10,West,Furniture,217.764
2018-10-02,2018-10,West,Office Supplies,39.072
2018-10-02,2018-10,West,Office Supplies,22.638
2018-10-02,2018-10,West,Office Supplies,95.144
2018-04-10,2018-04,South,Furniture,12.32
2018-04-10,2018-04,South,Office Supplies,4.419
2018-09-29,2018-09,West,Office Supplies,35.0
2018-09-29,2018-09,West,Furniture,72.784
2018-09-29,2018-09,West,Office Supplies,97.84
2018-09-29,2018-09,West,Furniture,51.75
2018-09-29,2018-09,West,Office Supplies,46.672
2015-09-29,2015-09,East,Office Supplies,1395.54
2015-09-29,2015-09,East,Furniture,117.36
2015-09-29,2015-09,East,Office Supplies,18.9
2015-09-29,2015-09,East,Office Supplies,77.52
2015-08-20,2015-08,Central,Furniture,421.372
2015-07-11,2015-07,Central,Technology,575.968
2015-07-11,2015-07,Central,Office Supplies,10.368
2016-03-22,2016-03,West,Technology,15.984
2018-05-12,2018-05,East,Office Supplies,10.272
2018-11-13,2018-11,Central,Office Supplies,61.792
2018-11-13,2018-11,Central,Furniture,205.9992
2017-09-04,2017-09,South,Office Supplies,12.192
2017-09-04,2017-09,South,Office Supplies,87.168
2017-09-04,2017-09,South,Office Supplies,31.744
2017-02-06,2017-02,South,Furniture,132.224
2016-03-22,2016-03,West,Office Supplies,105.52
2016-03-22,2016-03,West,Furniture,91.96
2016-03-22,2016-03,West,Technology,1487.976
2016-07-02,2016-07,East,Office Supplies,19.44
2016-06-15,2016-06,South,Technology,11.672
2015-11-26,2015-11,East,Technology,279.96
2015-11-26,2015-11,East,Office Supplies,12.912
2015-11-26,2015-11,East,Office Supplies,17.088
2015-11-26,2015-11,East,Office Supplies,93.15
2015-11-26,2015-11,East,Office Supplies,11.52
2018-05-12,2018-05,West,Office Supplies,238.62
2018-05-12,2018-05,West,Office Supplies,7.77
2018-05-12,2018-05,West,Furniture,285.48
2018-05-12,2018-05,West,Office Supplies,19.168
2015-05-02,2015-05,East,Office Supplies,26.136
2018-09-03,2018-09,East,Office Supplies,419.4
2018-09-03,2018-09,East,Furniture,90.801
2018-09-03,2018-09,East,Furniture,181.764
2018-09-03,2018-09,East,Office Supplies,5.56
2017-12-03,2017-12,Central,Furniture,581.96
2017-12-03,2017-12,Central,Furniture,29.98
2016-07-18,2016-07,West,Technology,519.96
2017-07-21,2017-07,South,Office Supplies,6.264
2017-07-21,2017-07,South,Furniture,363.92
2016-06-09,2016-06,South,Office Supplies,64.2
2016-06-09,2016-06,South,Office Supplies,38.52
2016-06-09,2016-06,South,Technology,72.6
2018-11-27,2018-11,West,Technology,57.568
2016-03-27,2016-03,West,Office Supplies,83.7
2016-09-22,2016-09,South,Office Supplies,32.4
2016-09-22,2016-09,South,Furniture,47.98
2016-11-17,2016-11,West,Technology,415.968
2016-11-17,2016-11,West,Office Supplies,304.9
2016-11-17,2016-11,West,Furniture,80.96
2016-11-17,2016-11,West,Office Supplies,777.21
2016-11-17,2016-11,West,Office Supplies,32.4
2016-11-17,2016-11,West,Furniture,225.568
2016-11-17,2016-11,West,Furniture,36.6
2016-11-10,2016-11,Central,Office Supplies,715.64
2016-11-10,2016-11,Central,Office Supplies,795.51
2016-11-10,2016-11,Central,Technology,549.99
2016-11-10,2016-11,Central,Office Supplies,74.76
2016-11-10,2016-11,Central,Furniture,29.22
2015-09-10,2015-09,South,Office Supplies,9.64
2016-08-05,2016-08,Central,Office Supplies,33.488
2016-08-05,2016-08,Central,Office Supplies,23.04
2016-08-05,2016-08,Central,Office Supplies,1.362
2016-08-05,2016-08,Central,Furniture,14.76
2018-09-03,2018-09,West,Furniture,239.666
2016-11-01,2016-11,South,Furniture,301.96
2016-04-29,2016-04,East,Office Supplies,7.968
2017-05-01,2017-05,South,Office Supplies,109.92
2017-05-01,2017-05,South,Office Supplies,19.44
2017-05-01,2017-05,South,Office Supplies,11.16
2015-08-05,2015-08,East,Office Supplies,79.47
2015-08-05,2015-08,East,Office Supplies,4.56
2015-08-05,2015-08,East,Furniture,1133.35
2017-01-04,2017-01,East,Office Supplies,4.672
2017-01-04,2017-01,East,Office Supplies,104.58
2017-11-07,2017-11,West,Furniture,1603.136
2017-06-14,2017-06,West,Furniture,1293.488
2017-09-24,2017-09,Central,Furniture,127.95
2018-03-30,2018-03,South,Office Supplies,59.76
2018-06-04,2018-06,South,Office Supplies,108.08
2018-06-04,2018-06,South,Office Supplies,9.54
2016-04-07,2016-04,East,Office Supplies,11.736
2015-05-21,2015-05,East,Office Supplies,447.86
2015-05-21,2015-05,East,Office Supplies,17.94
2015-05-21,2015-05,East,Office Supplies,245.88
2017-09-05,2017-09,East,Office Supplies,192.16
2017-09-18,2017-09,West,Furniture,801.568
2017-09-18,2017-09,West,Office Supplies,368.91
2017-09-18,2017-09,West,Furniture,885.528
2017-03-13,2017-03,West,Furniture,28.28
2017-03-13,2017-03,West,Office Supplies,4912.59
2015-10-16,2015-10,West,Office Supplies,14.352
2015-10-16,2015-10,West,Technology,179.97
2018-10-08,2018-10,East,Office Supplies,42.76
2016-05-07,2016-05,South,Office Supplies,45.68
2017-04-14,2017-04,East,Office Supplies,25.06
2017-11-21,2017-11,Central,Office Supplies,38.432
2017-11-21,2017-11,Central,Office Supplies,21.568
2017-11-21,2017-11,Central,Technology,81.576
2018-09-10,2018-09,South,Office Supplies,2.78
2018-09-09,2018-09,West,Office Supplies,99.87
2015-11-01,2015-11,West,Office Supplies,44.4
2015-11-01,2015-11,West,Office Supplies,21.4
2017-04-03,2017-04,Central,Furniture,71.12
2017-04-03,2017-04,Central,Technology,259.96
2018-01-12,2018-01,West,Office Supplies,9.78
2016-11-20,2016-11,West,Office Supplies,24.192
2017-11-27,2017-11,East,Furniture,31.56
2018-11-06,2018-11,West,Office Supplies,59.94
2018-11-06,2018-11,West,Office Supplies,45.36
2018-11-06,2018-11,West,Office Supplies,26.4
2018-11-06,2018-11,West,Office Supplies,41.4
2018-11-06,2018-11,West,Technology,16.95
2017-12-02,2017-12,West,Office Supplies,24.704
2017-12-02,2017-12,West,Office Supplies,59.7
2017-12-02,2017-12,West,Furniture,14.52
2017-12-02,2017-12,West,Office Supplies,104.184
2017-12-17,2017-12,West,Office Supplies,46.53
2015-08-24,2015-08,South,Office Supplies,25.5
2016-09-17,2016-09,East,Office Supplies,14.9
2016-09-17,2016-09,East,Office Supplies,87.71
2016-09-17,2016-09,East,Furniture,199.764
2016-09-17,2016-09,East,Office Supplies,94.6
2016-09-17,2016-09,East,Furniture,4228.704
2016-09-17,2016-09,East,Furniture,2003.92
2016-09-17,2016-09,East,Technology,209.97
2016-09-17,2016-09,East,Technology,659.9
2016-09-17,2016-09,East,Office Supplies,110.96
2016-09-17,2016-09,East,Technology,67.8
2017-11-26,2017-11,East,Furniture,313.176
2018-11-19,2018-11,South,Office Supplies,22.96
2018-06-03,2018-06,West,Technology,1099.5
2015-04-08,2015-04,South,Furniture,1215.92
2015-10-11,2015-10,South,Office Supplies,7.31
2015-10-11,2015-10,South,Furniture,8.92
2018-07-07,2018-07,East,Furniture,87.21
2018-07-07,2018-07,East,Office Supplies,15.552
2018-07-07,2018-07,East,Technology,683.988
2018-07-07,2018-07,East,Office Supplies,13.392
2018-07-07,2018-07,East,Technology,16.776
2018-07-07,2018-07,East,Technology,527.92
2017-07-04,2017-07,West,Furniture,25.4
2017-07-04,2017-07,West,Technology,177.48
2017-07-04,2017-07,West,Technology,71.976
2018-05-19,2018-05,Central,Technology,95.992
2018-05-19,2018-05,Central,Office Supplies,13.216
2018-10-12,2018-10,West,Technology,435.84
2018-10-12,2018-10,West,Office Supplies,5.88
2017-08-06,2017-08,West,Technology,211.168
2015-08-25,2015-08,West,Furniture,6.28
2015-08-25,2015-08,West,Technology,95.1
2015-08-25,2015-08,West,Office Supplies,25.92
2015-08-25,2015-08,West,Office Supplies,48.84
2016-09-14,2016-09,Central,Office Supplies,25.9
2018-03-05,2018-03,South,Office Supplies,42.68
2018-03-05,2018-03,South,Technology,299.97
2018-03-05,2018-03,South,Office Supplies,262.24
2018-03-05,2018-03,South,Office Supplies,234.36
2018-04-15,2018-04,Central,Office Supplies,20.736
2015-03-30,2015-03,East,Office Supplies,10.5
2015-11-11,2015-11,East,Furniture,23.968
2015-11-11,2015-11,East,Furniture,521.96
2017-03-12,2017-03,West,Office Supplies,676.55
2017-03-12,2017-03,West,Office Supplies,154.9
2017-03-12,2017-03,West,Office Supplies,30.56
2017-03-12,2017-03,West,Furniture,770.352
2018-02-09,2018-02,West,Furniture,21.12
2015-11-11,2015-11,West,Technology,575.928
2015-11-11,2015-11,West,Office Supplies,7.78
2015-11-11,2015-11,West,Office Supplies,123.92
2018-08-20,2018-08,West,Office Supplies,17.22
2018-08-20,2018-08,West,Office Supplies,226.56
2018-08-20,2018-08,West,Technology,107.88
2017-01-15,2017-01,East,Office Supplies,81.98
2015-07-20,2015-07,West,Office Supplies,104.85
2015-07-20,2015-07,West,Office Supplies,8.704
2015-07-20,2015-07,West,Office Supplies,19.92
2015-07-20,2015-07,West,Furniture,43.02
2018-02-06,2018-02,East,Furniture,240.784
2016-12-25,2016-12,East,Office Supplies,414.96
2017-10-08,2017-10,South,Office Supplies,387.72
2018-07-13,2018-07,Central,Office Supplies,360.38
2018-07-13,2018-07,Central,Office Supplies,13.56
2018-04-24,2018-04,West,Technology,552.0
2015-09-07,2015-09,Central,Furniture,429.9
2015-09-07,2015-09,Central,Office Supplies,32.06
2015-09-07,2015-09,Central,Furniture,161.96
2015-09-07,2015-09,Central,Office Supplies,19.86
2017-11-21,2017-11,East,Office Supplies,12.96
2018-09-16,2018-09,East,Office Supplies,20.544
2017-07-19,2017-07,South,Furniture,185.58
2017-07-19,2017-07,South,Office Supplies,77.56
2017-07-19,2017-07,South,Office Supplies,87.92
2017-07-19,2017-07,South,Office Supplies,245.94
2017-07-19,2017-07,South,Office Supplies,8.6
2017-07-19,2017-07,South,Furniture,504.9
2018-09-15,2018-09,West,Office Supplies,2357.488
2018-09-15,2018-09,West,Technology,369.544
2018-09-15,2018-09,West,Furniture,184.752
2017-12-11,2017-12,East,Office Supplies,64.96
2017-12-11,2017-12,East,Office Supplies,13.52
2017-12-11,2017-12,East,Furniture,458.43
2017-12-11,2017-12,East,Office Supplies,387.136
